tx_id,tx_name,tx_chrom,tx_start,tx_end
284,Os01g0149200,1,2665085,2668967
285,Os01g0149400,1,2674414,2674683
286,Os01g0149500,1,2683222,2686364
287,Os01g0149600,1,2686486,2687266
288,Os01g0149700,1,2688460,2692024
289,Os01g0149800,1,2693231,2695079
290,Os01g0149900,1,2699128,2703491
291,Os01g0150000,1,2707624,2711422
292,Os01g0150100,1,2713300,2717425
293,Os01g0150200,1,2717836,2721203
294,Os01g0150400,1,2722605,2726163
295,Os01g0150500,1,2727751,2736707
296,Os01g0150700,1,2731396,2736842
297,Os01g0150900,1,2752144,2761554
298,Os01g0151100,1,2765779,2768602
299,Os01g0151200,1,2770142,2774609
300,Os01g0151400,1,2776973,2781723
301,Os01g0151500,1,2783189,2790377
302,Os01g0151600,1,2791418,2795857
303,Os01g0151700,1,2800516,2803701
304,Os01g0151900,1,2805586,2808152
305,Os01g0152000,1,2810313,2815017
306,Os01g0152300,1,2820074,2820744
307,Os01g0152600,1,2830325,2833623
308,Os01g0152700,1,2837892,2838171
309,Os01g0152800,1,2839934,2843512
310,Os01g0152900,1,2844503,2845212
311,Os01g0153000,1,2851954,2855225
312,Os01g0153100,1,2857382,2858128
313,Os01g0153300,1,2872115,2872826
314,Os01g0153400,1,2877647,2882523
315,Os01g0153500,1,2885392,2886301
316,Os01g0153700,1,2892920,2894707
317,Os01g0153800,1,2896841,2897944
318,Os01g0154000,1,2903069,2903970
319,Os01g0154300,1,2922561,2924802
320,Os01g0154500,1,2925935,2928765
321,Os01g0155000,1,2957166,2958439
322,Os01g0155400,1,2971130,2977009
323,Os01g0155500,1,2982542,2986094
324,Os01g0155600,1,2986329,2989280
325,Os01g0155800,1,2999576,3001139
326,Os01g0156000,1,3003860,3005728
327,Os01g0156300,1,3013915,3014751
328,Os01g0156600,1,3017992,3019774
329,Os01g0157500,1,3036690,3037397
330,Os01g0157600,1,3037689,3038708
331,Os01g0157800,1,3041480,3044346
332,Os01g0157900,1,3044488,3047128
333,Os01g0158000,1,3047432,3052194
334,Os01g0158200,1,3054481,3057198
335,Os01g0158400,1,3058564,3059717
336,Os01g0158500,1,3060978,3066135
337,Os01g0158600,1,3067950,3071237
338,Os01g0158900,1,3085452,3090887
339,Os01g0159000,1,3091435,3092698
340,Os01g0159200,1,3097415,3098160
341,Os01g0159300,1,3100294,3105226
342,Os01g0159400,1,3108117,3113940
343,Os01g0159600,1,3124369,3125331
344,Os01g0159800,1,3129056,3130649
345,Os01g0160100,1,3136320,3140217
346,Os01g0160200,1,3143601,3146812
347,Os01g0160800,1,3189117,3190330
348,Os01g0160900,1,3199582,3200010
349,Os01g0161000,1,3201220,3204252
350,Os01g0161200,1,3222100,3226518
351,Os01g0161300,1,3222303,3225613
352,Os01g0162400,1,3257944,3258889
353,Os01g0162500,1,3259516,3262661
354,Os01g0162800,1,3272839,3276375
355,Os01g0162900,1,3282977,3284997
356,Os01g0163000,1,3283266,3286357
357,Os01g0164400,1,3324235,3327122
358,Os01g0164500,1,3328572,3331963
359,Os01g0164600,1,3332952,3336035
360,Os01g0164700,1,3336250,3343220
361,Os01g0164800,1,3343531,3346705
362,Os01g0164900,1,3351926,3355066
363,Os01g0165000,1,3356383,3361204
364,Os01g0165100,1,3358534,3360674
365,Os01g0165200,1,3362001,3367658
366,Os01g0165800,1,3386766,3390803
367,Os01g0166100,1,3397441,3400487
368,Os01g0166300,1,3402088,3403488
369,Os01g0166400,1,3405466,3408694
370,Os01g0166500,1,3414866,3415943
371,Os01g0166700,1,3422373,3425500
372,Os01g0166800,1,3425794,3429573
373,Os01g0167100,1,3431609,3433317
374,Os01g0167400,1,3445220,3446488
375,Os01g0167500,1,3446940,3450180
376,Os01g0167700,1,3456869,3464952
377,Os01g0167800,1,3467858,3472105
378,Os01g0167900,1,3473846,3477048
379,Os01g0168000,1,3478537,3478978
380,Os01g0168100,1,3479396,3484579
381,Os01g0168200,1,3489348,3491991
382,Os01g0168300,1,3493411,3496559
383,Os01g0168400,1,3501094,3504775
384,Os01g0168500,1,3505759,3510343
385,Os01g0168600,1,3511944,3515900
386,Os01g0169400,1,3551051,3553146
387,Os01g0169500,1,3559761,3574278
388,Os01g0169800,1,3577473,3579035
389,Os01g0169900,1,3591827,3596152
390,Os01g0170000,1,3598451,3599668
391,Os01g0170100,1,3611353,3615657
392,Os01g0170300,1,3621211,3625338
393,Os01g0170500,1,3633290,3639159
394,Os01g0170600,1,3645508,3650691
395,Os01g0170700,1,3652273,3656479
396,Os01g0170800,1,3661688,3664199
397,Os01g0170900,1,3665042,3666044
398,Os01g0171000,1,3667476,3673008
399,Os01g0171200,1,3681798,3687409
400,Os01g0171800,1,3696155,3699718
401,Os01g0172000,1,3705424,3708989
402,Os01g0172100,1,3711212,3713653
403,Os01g0172200,1,3713740,3718631
404,Os01g0172300,1,3720138,3723145
405,Os01g0172400,1,3724667,3728791
406,Os01g0172500,1,3728961,3729230
407,Os01g0172600,1,3732525,3734022
408,Os01g0172800,1,3735961,3736782
409,Os01g0173000,1,3737904,3742067
410,Os01g0173100,1,3742778,3744461
411,Os01g0173400,1,3771686,3773908
412,Os01g0173600,1,3779634,3782002
413,Os01g0173900,1,3804672,3810720
414,Os01g0174000,1,3811287,3812735
415,Os01g0174100,1,3818050,3818753
416,Os01g0174200,1,3819099,3819782
417,Os01g0174300,1,3820177,3824512
418,Os01g0174500,1,3827045,3830326
419,Os01g0174600,1,3830492,3831846
420,Os01g0174700,1,3835129,3837642
421,Os01g0174900,1,3842779,3845436
422,Os01g0175000,1,3846283,3850209
423,Os01g0175100,1,3855147,3856033
424,Os01g0175400,1,3870734,3874321
425,Os01g0175500,1,3875771,3877745
426,Os01g0175600,1,3878164,3884017
427,Os01g0176000,1,3917918,3920432
428,Os01g0176100,1,3921356,3923134
429,Os01g0176200,1,3924401,3926323
430,Os01g0176300,1,3926661,3929467
431,Os01g0176400,1,3938234,3939192
432,Os01g0176500,1,3939133,3942405
433,Os01g0176700,1,3953043,3955442
434,Os01g0176800,1,3958210,3962124
435,Os01g0177100,1,3975902,3984909
436,Os01g0177200,1,3986647,3995398
437,Os01g0177400,1,4003659,4004887
438,Os01g0177900,1,4033754,4036223
439,Os01g0178000,1,4051885,4057571
440,Os01g0178100,1,4059510,4063188
441,Os01g0178200,1,4064068,4066014
442,Os01g0178300,1,4066347,4067319
443,Os01g0178400,1,4068636,4070331
444,Os01g0178500,1,4073916,4076438
445,Os01g0178600,1,4081140,4082680
446,Os01g0178700,1,4091073,4094814
447,Os01g0178900,1,4106828,4108508
448,Os01g0179000,1,4110402,4112126
449,Os01g0179200,1,4118041,4122224
450,Os01g0179300,1,4123420,4126215
451,Os01g0179400,1,4133703,4140631
452,Os01g0179500,1,4144718,4150134
453,Os01g0179600,1,4153077,4154674
454,Os01g0179700,1,4160736,4164317
455,Os01g0179800,1,4167514,4173240
456,Os01g0180000,1,4179207,4181412
457,Os01g0180300,1,4208556,4213302
458,Os01g0180400,1,4215038,4217099
459,Os01g0180600,1,4234573,4244531
460,Os01g0180700,1,4245421,4249851
461,Os01g0180800,1,4253845,4259581
462,Os01g0180900,1,4263722,4269624
463,Os01g0181000,1,4272846,4276299
464,Os01g0182100,1,4306924,4309933
465,Os01g0182200,1,4313678,4315834
466,Os01g0182300,1,4318039,4318780
467,Os01g0182400,1,4322736,4326342
468,Os01g0182500,1,4326675,4328688
469,Os01g0182600,1,4329362,4338486
470,Os01g0182700,1,4347188,4356468
471,Os01g0182900,1,4391229,4393420
472,Os01g0183000,1,4395060,4397438
473,Os01g0183100,1,4397653,4401942
474,Os01g0183300,1,4402668,4407292
475,Os01g0183400,1,4415416,4416182
476,Os01g0183500,1,4418239,4419153
477,Os01g0183600,1,4421318,4423105
478,Os01g0183800,1,4434129,4437827
479,Os01g0184000,1,4444670,4448384
480,Os01g0184100,1,4449070,4449876
481,Os01g0184200,1,4451551,4457689
482,Os01g0184500,1,4485764,4490158
483,Os01g0184700,1,4493365,4495145
484,Os01g0184800,1,4494615,4497597
485,Os01g0184900,1,4497719,4504384
486,Os01g0185200,1,4514356,4520604
487,Os01g0185300,1,4528237,4532862
488,Os01g0185400,1,4536009,4540065
489,Os01g0185500,1,4542331,4546541
490,Os01g0185900,1,4566304,4568589
491,Os01g0186000,1,4572565,4573271
492,Os01g0186200,1,4581254,4584592
493,Os01g0186600,1,4614891,4615825
494,Os01g0186700,1,4621925,4631262
495,Os01g0186900,1,4646434,4648130
496,Os01g0187000,1,4650156,4651884
497,Os01g0187200,1,4665786,4667062
498,Os01g0187300,1,4667309,4669037
499,Os01g0187400,1,4673407,4684765
500,Os01g0187500,1,4688171,4693114
501,Os01g0187600,1,4697238,4699036
502,Os01g0187900,1,4714730,4718746
503,Os01g0188100,1,4726734,4731142
504,Os01g0188200,1,4734017,4737606
505,Os01g0188400,1,4739271,4744472
506,Os01g0188900,1,4761327,4767478
507,Os01g0189100,1,4768738,4782706
508,Os01g0189700,1,4789656,4795346
509,Os01g0190000,1,4800233,4802174
510,Os01g0190300,1,4816831,4818958
511,Os01g0190400,1,4820155,4823129
512,Os01g0190500,1,4826590,4828733
513,Os01g0191000,1,4848843,4850992
514,Os01g0191100,1,4852435,4854387
515,Os01g0191200,1,4872158,4873806
516,Os01g0191300,1,4879215,4885840
517,Os01g0191400,1,4887954,4891334
518,Os01g0191500,1,4891518,4896876
519,Os01g0191700,1,4905609,4909339
520,Os01g0191800,1,4909990,4913696
521,Os01g0191900,1,4917960,4919224
522,Os01g0192000,1,4949133,4951123
523,Os01g0192300,1,4971466,4973555
524,Os01g0192900,1,5002454,5004321
525,Os01g0193400,1,5016279,5020150
526,Os01g0193500,1,5018103,5020088
527,Os01g0193600,1,5021104,5025704
528,Os01g0193900,1,5030157,5038482
529,Os01g0194000,1,5037239,5039252
530,Os01g0194200,1,5053133,5055753
531,Os01g0194300,1,5060605,5065209
532,Os01g0194600,1,5085833,5086504
533,Os01g0195000,1,5099555,5102080
534,Os01g0195100,1,5103843,5108907
535,Os01g0195200,1,5109949,5112457
536,Os01g0195400,1,5131629,5132915
537,Os01g0195500,1,5138518,5140925
538,Os01g0195700,1,5148879,5149201
539,Os01g0196300,1,5201862,5203996
540,Os01g0196500,1,5213979,5216701
541,Os01g0196600,1,5218573,5220335
542,Os01g0196800,1,5227044,5229966
543,Os01g0197100,1,5236623,5244023
544,Os01g0197200,1,5247340,5251192
545,Os01g0197400,1,5258298,5260964
546,Os01g0197500,1,5264691,5266158
547,Os01g0197700,1,5270449,5275585
548,Os01g0197900,1,5288136,5292958
549,Os01g0198000,1,5307415,5317280
550,Os01g0198100,1,5320625,5324478
551,Os01g0198200,1,5329063,5335518
552,Os01g0198500,1,5352505,5353607
553,Os01g0198900,1,5373630,5374681
554,Os01g0199400,1,5389837,5394412
555,Os01g0199700,1,5398321,5402018
556,Os01g0199900,1,5406050,5412737
557,Os01g0200000,1,5413595,5416778
558,Os01g0200300,1,5426582,5429390
559,Os01g0200400,1,5435443,5442646
560,Os01g0200500,1,5442866,5446246
561,Os01g0200600,1,5454772,5455667
562,Os01g0200700,1,5478545,5479749
563,Os01g0201000,1,5498215,5499226
564,Os01g0201100,1,5507567,5509494
565,Os01g0201200,1,5510522,5514454
566,Os01g0201400,1,5540631,5541520
567,Os01g0201600,1,5549651,5551003
568,Os01g0201700,1,5559532,5568924
569,Os01g0201800,1,5579959,5585078
570,Os01g0201900,1,5591697,5596237
571,Os01g0202500,1,5639835,5641475
572,Os01g0202800,1,5663306,5665832
573,Os01g0203000,1,5669291,5671467
574,Os01g0203300,1,5675669,5679548
575,Os01g0203400,1,5685594,5686401
576,Os01g0203800,1,5699652,5707756
577,Os01g0204000,1,5718902,5724184
578,Os01g0205100,1,5760486,5764602
579,Os01g0205200,1,5764652,5766659
580,Os01g0205300,1,5768175,5769203
581,Os01g0205500,1,5770062,5772270
582,Os01g0205600,1,5773300,5774176
583,Os01g0205700,1,5774293,5776922
584,Os01g0205900,1,5789333,5790753
585,Os01g0206200,1,5794832,5797674
586,Os01g0206300,1,5799607,5801142
587,Os01g0206600,1,5807990,5808568
588,Os01g0206700,1,5809589,5811510
589,Os01g0206800,1,5814827,5819207
590,Os01g0207200,1,5828556,5830828
591,Os01g0207300,1,5833613,5834107
592,Os01g0207400,1,5837660,5838639
593,Os01g0207500,1,5841728,5843767
594,Os01g0207600,1,5841736,5843671
595,Os01g0207700,1,5848166,5848945
596,Os01g0207900,1,5856444,5857920
597,Os01g0208000,1,5862946,5863577
598,Os01g0208400,1,5875794,5877849
599,Os01g0208600,1,5890605,5898224
600,Os01g0208700,1,5899561,5909560
601,Os01g0209000,1,5911506,5916779
602,Os01g0209200,1,5921759,5934109
603,Os01g0209400,1,5934586,5939516
604,Os01g0209500,1,5945633,5954315
605,Os01g0209700,1,5968819,5972489
606,Os01g0209800,1,5983626,5985875
607,Os01g0210300,1,6003524,6004869
608,Os01g0210400,1,6005040,6007163
609,Os01g0210500,1,6007921,6009027
610,Os01g0210600,1,6010862,6011818
611,Os01g0210800,1,6025074,6029638
612,Os01g0210900,1,6031025,6032833
613,Os01g0211200,1,6057440,6058954
614,Os01g0211800,1,6094692,6096528
615,Os01g0212000,1,6109134,6109760
616,Os01g0212100,1,6112811,6132696
617,Os01g0212400,1,6134203,6139136
618,Os01g0212700,1,6172143,6173186
619,Os01g0213400,1,6199245,6200202
620,Os01g0213800,1,6221640,6224153
621,Os01g0214200,1,6242516,6244879
622,Os01g0214300,1,6248293,6253373
623,Os01g0214400,1,6253793,6256906
624,Os01g0214500,1,6257846,6258501
625,Os01g0214600,1,6267440,6270770
626,Os01g0214800,1,6278520,6283559
627,Os01g0215000,1,6288365,6292301
628,Os01g0215100,1,6296963,6297334
629,Os01g0215500,1,6304802,6306605
630,Os01g0215700,1,6319130,6322451
631,Os01g0216000,1,6340836,6344286
632,Os01g0216400,1,6361526,6363457
633,Os01g0216500,1,6365063,6367057
634,Os01g0216700,1,6369419,6370066
635,Os01g0216900,1,6374207,6381837
636,Os01g0217000,1,6387691,6391467
637,Os01g0217100,1,6394270,6395665
638,Os01g0217500,1,6412786,6419867
639,Os01g0217800,1,6432336,6435651
640,Os01g0217900,1,6443077,6444600
641,Os01g0218100,1,6462770,6465035
642,Os01g0218200,1,6471789,6476664
643,Os01g0218500,1,6494446,6499766
644,Os01g0218700,1,6500709,6507086
645,Os01g0218800,1,6507356,6514640
646,Os01g0218900,1,6518152,6521026
647,Os01g0219000,1,6523644,6524609
648,Os01g0219100,1,6525486,6528178
649,Os01g0219200,1,6528797,6531845
650,Os01g0219300,1,6534612,6535829
651,Os01g0220100,1,6564697,6568140
652,Os01g0220200,1,6575127,6577148
653,Os01g0220300,1,6583687,6587107
654,Os01g0220400,1,6587146,6587940
655,Os01g0220500,1,6590983,6592142
656,Os01g0220700,1,6612386,6613717
657,Os01g0220900,1,6617173,6621786
658,Os01g0221100,1,6626040,6630462
659,Os01g0221300,1,6642665,6645159
660,Os01g0221500,1,6653148,6655290
661,Os01g0221600,1,6659237,6662320
662,Os01g0221700,1,6663533,6666725
663,Os01g0221800,1,6667187,6667623
664,Os01g0221900,1,6667724,6670479
665,Os01g0222300,1,6694030,6696795
666,Os01g0222500,1,6699636,6703371
667,Os01g0222600,1,6704187,6704746
668,Os01g0222700,1,6705859,6710552
669,Os01g0222800,1,6713909,6714986
670,Os01g0222900,1,6715521,6716305
671,Os01g0223000,1,6718349,6719944
672,Os01g0223200,1,6724946,6728538
673,Os01g0223300,1,6732152,6735482
674,Os01g0223500,1,6765268,6765888
675,Os01g0223600,1,6766511,6769519
676,Os01g0223700,1,6774202,6776856
677,Os01g0223900,1,6787094,6789730
678,Os01g0224000,1,6790903,6793320
679,Os01g0224100,1,6813719,6815534
680,Os01g0224200,1,6830317,6832770
681,Os01g0224300,1,6833058,6835244
682,Os01g0224400,1,6838234,6841165
683,Os01g0224500,1,6841600,6843524
684,Os01g0224700,1,6857345,6860952
685,Os01g0225000,1,6879860,6881980
686,Os01g0225100,1,6889444,6896387
687,Os01g0225200,1,6897571,6904232
688,Os01g0225300,1,6906353,6909594
689,Os01g0225400,1,6909800,6910700
690,Os01g0225600,1,6922127,6922762
691,Os01g0226200,1,6957350,6958652
692,Os01g0226300,1,6968951,6970078
693,Os01g0226400,1,6970912,6976706
694,Os01g0226500,1,6979616,6985720
695,Os01g0226600,1,6987901,6994006
696,Os01g0226700,1,7009033,7010446
697,Os01g0227100,1,7024297,7030591
698,Os01g0227200,1,7038103,7042925
699,Os01g0227300,1,7044012,7047544
700,Os01g0227500,1,7053100,7056373
701,Os01g0227800,1,7071481,7073788
702,Os01g0228300,1,7085873,7089172
703,Os01g0228400,1,7092034,7095315
704,Os01g0228500,1,7095864,7097381
705,Os01g0228600,1,7100070,7103266
706,Os01g0228800,1,7104701,7109095
707,Os01g0229000,1,7121191,7123857
708,Os01g0229100,1,7125406,7128899
709,Os01g0229200,1,7129236,7137327
